_id,Namespace GID,_key,nid,lid,gid,pid,var,sym,syn.0,syn.1,syn.2,keyword.0,keyword.1,keyword.2,keyword.3,keyword.4,rank,kind,type,format,type-key.type,type-key.terms.0,type-key.terms.1,type-key.terms.2,type-key.terms.3,type-key.terms.4,type-key.terms.5,type-key.terms.6,type-value.type,terms.0,terms.1,terms.2,terms.3,terms.4,terms.5,terms.6,terms.7,terms.8,terms.9,terms.10,terms.11,size.0,size.1,size.2,size.3,regex,range.0,range.1,range.2,range.3,unit,units.0,units.1,deploy,label.ISO:639:3:eng,definition.ISO:639:3:eng,description.ISO:639:3:eng,note.ISO:639:3:eng,example.ISO:639:3:eng,info.0
descriptors/STD_stat_PCDPHT,STD:stat,STD_stat_PCDPHT,terms/STD:stat,PCDPHT,STD:stat:PCDPHT,,kStdStat_Pcdpht,,STD_stat_PCDPHT,kStdStat_Pcdpht,PCDPHT,standard,statistics,height,digit preference,ratio,,:kind:data:quantitative,:type:data:numeric,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Height digit preference,Digit preference score for height.,,,,
descriptors/STD_stat_PCDMUAC,STD:stat,STD_stat_PCDMUAC,terms/STD:stat,PCDMUAC,STD:stat:PCDMUAC,,kStdStat_Pcdmuac,,STD_stat_PCDMUAC,kStdStat_Pcdmuac,PCDMUAC,standard,statistics,MUAC,digit preference,ratio,,:kind:data:quantitative,:type:data:numeric,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,MUAC digit preference,Digit preference score for mid-upper arm circumference.,,,,
descriptors/STD_stat_PCSTDEV,STD:stat,STD_stat_PCSTDEV,terms/STD:stat,PCSTDEV,STD:stat:PCSTDEV,,kStdStat_Pcstdev,,STD_stat_PCSTDEV,kStdStat_Pcstdev,PCSTDEV,standard,statistics,WHZ,standard deviation,,,:kind:data:quantitative,:type:data:numeric,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,WHZ standard deviation,Standard deviation of weight for height Z-score.,,,,
descriptors/STD_stat_PCSKEW,STD:stat,STD_stat_PCSKEW,terms/STD:stat,PCSKEW,STD:stat:PCSKEW,,kStdStat_Pcskew,,STD_stat_PCSKEW,kStdStat_Pcskew,PCSKEW,standard,statistics,WHZ,skewness,,,:kind:data:quantitative,:type:data:numeric,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,WHZ skewness,Value of skewness for weight for height Z-score.,,,,
descriptors/STD_stat_PCKURT,STD:stat,STD_stat_PCKURT,terms/STD:stat,PCKURT,STD:stat:PCKURT,,kStdStat_Pckurt,,STD_stat_PCKURT,kStdStat_Pckurt,PCKURT,standard,statistics,WHZ,kurtosis,,,:kind:data:quantitative,:type:data:numeric,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,WHZ kurtosis,Value of kurtosis for weight for height Z-score.,,,,
descriptors/STD_stat_PCPOISS,STD:stat,STD_stat_PCPOISS,terms/STD:stat,PCPOISS,STD:stat:PCPOISS,,kStdStat_Pcpoiss,,STD_stat_PCPOISS,kStdStat_Pcpoiss,PCPOISS,standard,statistics,WHZ-2,poisson,,,:kind:data:quantitative,:type:data:numeric,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,P index of dispersion WHZ-2,P value that index of dispersion is not a Poisson distribution weight for height Z-score-2.,,,,
descriptors/STD_stat_PCSCORE,STD:stat,STD_stat_PCSCORE,terms/STD:stat,PCSCORE,STD:stat:PCSCORE,,kStdStat_Pcscore,,STD_stat_PCSCORE,kStdStat_Pcscore,PCSCORE,standard,statistics,quality,overall,,,:kind:data:quantitative,:type:data:numeric,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Overall data quality score,Overall data quality score.,,,,
descriptors/STD_stat_SAMPMETH,STD:stat,STD_stat_SAMPMETH,terms/STD:stat,SAMPMETH,STD:stat:SAMPMETH,,kStdStat_Sampmeth,,STD_stat_SAMPMETH,kStdStat_Sampmeth,,standard,sampling,method,,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Sampling method,"Method of sampling, a code e.g. cluster, random.",,,,
descriptors/STD_stat_SAMPSIZE,STD:stat,STD_stat_SAMPSIZE,terms/STD:stat,SAMPSIZE,STD:stat:SAMPSIZE,,kStdStat_Sampsize,,STD_stat_SAMPSIZE,kStdStat_Sampsize,,standard,sampling,size,,,,:kind:data:quantitative,:type:data:numeric,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Sample size,Number of subjects in the study.,,,,
descriptors/ISO_639_1_Part1,ISO:639:1,ISO_639_1_Part1,terms/ISO:639:1,Part1,ISO:639:1:Part1,,kIso6391_Part1,,ISO_639_1_Part1,kIso6391_Part1,Part2,standard,ISO,language,code,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[a-z]{2}$/,,,,,,,,:state:application:standard,Part 1 code,Two character ISO 639-1 language code.,,,,https://en.wikipedia.org/wiki/ISO_639-1
descriptors/ISO_639_2_Part2B,ISO:639:2,ISO_639_2_Part2B,terms/ISO:639:2,Part2B,ISO:639:2:Part2B,,kIso6392_Part2B,,ISO_639_2_Part2B,kIso6392_Part2B,Part2B,standard,ISO,language,code,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[a-z]{3}$/,,,,,,,,:state:application:standard,Bibliographic code,Three character ISO 639-2/B bibliographic language code.,,,,https://en.wikipedia.org/wiki/ISO_639-2
descriptors/ISO_639_2_Part2T,ISO:639:2,ISO_639_2_Part2T,terms/ISO:639:2,Part2T,ISO:639:2:Part2T,,kIso6392_Part2T,,ISO_639_2_Part2T,kIso6392_Part2T,Part2T,standard,ISO,language,code,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[a-z]{3}$/,,,,,,,,:state:application:standard,Terminological code,Three character ISO 639-2/T terminological language code.,,,,https://en.wikipedia.org/wiki/ISO_639-2
descriptors/ISO_639_scope,ISO:639,ISO_639_scope,terms/ISO:639,scope,ISO:639:scope,,kIso639_Scope,,ISO_639_scope,kIso639_Scope,scope,standard,ISO,language,code,,,:kind:data:categorical,:type:value:term,:type:format:scalar,,,,,,,,,,ISO:639:scope,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Language scope,Scope of the language.,,,,
descriptors/ISO_639_type,ISO:639,ISO_639_type,terms/ISO:639,type,ISO:639:type,,kIso639_Type,,ISO_639_type,kIso639_Type,type,standard,ISO,language,code,,,:kind:data:categorical,:type:value:term,:type:format:scalar,,,,,,,,,,ISO:639:type,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Language type,Type of the language.,,,,
descriptors/ISO_3166_1_alpha_2,ISO:3166:1,ISO_3166_1_alpha_2,terms/ISO:3166:1,alpha-2,ISO:3166:1:alpha-2,,kIso31661_Alpha2,,ISO_3166_1_alpha_2,kIso31661_Alpha2,alpha-1,standard,ISO,country,code,alphabetic,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[A-Z]{2}$/,,,,,,,,:state:application:standard,Two-letter country code,ISO 3166-1 two letter country code.,,,,https://en.wikipedia.org/wiki/ISO_3166-1
descriptors/ISO_3166_1_alpha_3,ISO:3166:1,ISO_3166_1_alpha_3,terms/ISO:3166:1,alpha-3,ISO:3166:1:alpha-3,,kIso31661_Alpha3,,ISO_3166_1_alpha_3,kIso31661_Alpha3,alpha-2,standard,ISO,country,code,alphabetic,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[A-Z]{3}$/,,,,,,,,:state:application:standard,Three-letter country code,ISO 3166-1 three letter country code.,,,,https://en.wikipedia.org/wiki/ISO_3166-1
descriptors/ISO_3166_1_numeric,ISO:3166:1,ISO_3166_1_numeric,terms/ISO:3166:1,numeric,ISO:3166:1:numeric,,kIso31661_Numeric,,ISO_3166_1_numeric,kIso31661_Numeric,numeric,standard,ISO,country,code,numeric,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[0-9]{3}$/,,,,,,,,:state:application:standard,Numeric country code,ISO 3166-1 numeric country code.,,,,https://en.wikipedia.org/wiki/ISO_3166-1
descriptors/ISO_3166_3_alpha_2,ISO:3166:3,ISO_3166_3_alpha_2,terms/ISO:3166:3,alpha-2,ISO:3166:3:alpha-2,,kIso31663_Alpha2,,ISO_3166_3_alpha_2,kIso31663_Alpha2,alpha-1,standard,ISO,country,code,alphabetic,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[A-Z]{2}$/,,,,,,,,:state:application:standard,Two-letter country code,ISO 3166-3 two letter country code.,,,,
descriptors/ISO_3166_3_alpha_3,ISO:3166:3,ISO_3166_3_alpha_3,terms/ISO:3166:3,alpha-3,ISO:3166:3:alpha-3,,kIso31663_Alpha3,,ISO_3166_3_alpha_3,kIso31663_Alpha3,alpha-2,standard,ISO,country,code,alphabetic,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[A-Z]{3}$/,,,,,,,,:state:application:standard,Three-letter country code,ISO 3166-3 three letter country code.,,,,
descriptors/ISO_3166_3_alpha_4,ISO:3166:3,ISO_3166_3_alpha_4,terms/ISO:3166:3,alpha-4,ISO:3166:3:alpha-4,,kIso31663_Alpha4,,ISO_3166_3_alpha_4,kIso31663_Alpha4,alpha-3,standard,ISO,country,code,alphabetic,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[A-Z]{4}$/,,,,,,,,:state:application:standard,Four-letter country code,ISO 3166-3 four letter country code.,,,,
descriptors/ISO_3166_3_numeric,ISO:3166:3,ISO_3166_3_numeric,terms/ISO:3166:3,numeric,ISO:3166:3:numeric,,kIso31663_Numeric,,ISO_3166_3_numeric,kIso31663_Numeric,numeric,standard,ISO,country,code,numeric,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[0-9]{3}$/,,,,,,,,:state:application:standard,Numeric country code,ISO 3166-3 numeric country code.,,,,
descriptors/ISO_4217_alpha_3,ISO:4217,ISO_4217_alpha_3,terms/ISO:4217,alpha-3,ISO:4217:alpha-3,,kIso4217_Alpha3,,ISO_4217_alpha_3,kIso4217_Alpha3,alpha-2,standard,ISO,currency,code,alphabetic,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[A-Z]{3}$/,,,,,,,,:state:application:standard,Three-letter currency code,ISO 4217 three letter currency code.,,,,
descriptors/ISO_4217_numeric,ISO:4217,ISO_4217_numeric,terms/ISO:4217,numeric,ISO:4217:numeric,,kIso4217_Numeric,,ISO_4217_numeric,kIso4217_Numeric,numeric,standard,ISO,currency,code,numeric,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,/^[0-9]{3}$/,,,,,,,,:state:application:standard,Numeric currency code,ISO 4217 numeric currency code.,,,,
descriptors/ISO_4217_fraction,ISO:4217,ISO_4217_fraction,terms/ISO:4217,fraction,ISO:4217:fraction,,kIso4217_Fraction,,ISO_4217_fraction,kIso4217_Fraction,fraction,standard,ISO,currency,fraction,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Fractional unit,Currency fractional unit.,,,,
descriptors/WB_source,WB,WB_source,terms/WB,source,WB:source,,kWb_Source,,WB_source,kWb_Source,source,standard,world bank,source,,,,:kind:data:categorical,:type:value:term,:type:format:scalar,,,,,,,,,,WB:source,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Source,World Bank source.,,,,
descriptors/WB_topic,WB,WB_topic,terms/WB,topic,WB:topic,,kWb_Topic,,WB_topic,kWb_Topic,topics,standard,world bank,topic,,,,:kind:data:categorical,:type:value:term,:type:format:set,,,,,,,,,,WB:topic,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Topics,World Bank topics.,,,,
descriptors/WB_org,WB,WB_org,terms/WB,org,WB:org,,kWb_Org,,WB_org,kWb_Org,sourceOrganization,standard,world bank,org,,,,:kind:data:qualitative,:type:data:object,:type:format:scalar,:type:value:term,:enum:language,ISO:639:3,ISO:639:2,ISO:639:5,ISO:639:local,GN:language,GEOnet:language,:type:data:text,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Organisation,World Bank source organisation.,,,,
descriptors/WB_income,WB,WB_income,terms/WB,income,WB:income,,kWb_Income,,WB_income,kWb_Income,income,standard,world bank,income,,,,:kind:data:categorical,:type:value:term,:type:format:scalar,,,,,,,,,,WB:income,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Income,World Bank income level.,,,,
descriptors/WB_lending,WB,WB_lending,terms/WB,lending,WB:lending,,kWb_Lending,,WB_lending,kWb_Lending,lending,standard,world bank,lending,,,,:kind:data:categorical,:type:value:term,:type:format:scalar,,,,,,,,,,WB:lending,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Lending,World Bank lending type.,,,,
descriptors/WB_indicator,WB,WB_indicator,terms/WB,indicator,WB:indicator,,kWb_Indicator,,WB_indicator,kWb_Indicator,indicator,standard,world bank,indicator,,,,:kind:data:categorical,:type:value:term,:type:format:scalar,,,,,,,,,,WB:indicator,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Indicator,World Bank indicators.,,,,
descriptors/WB_capital_city,WB,WB_capital_city,terms/WB,capital-city,WB:capital-city,,kWb_CapitalCity,,WB_capital_city,kWb_CapitalCity,capitalCity,standard,world bank,capital-city,,,,:kind:data:discrete,:type:data:struct,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Capital city,Capital city name and location.,,,,
descriptors/GN_id,GN,GN_id,terms/GN,id,GN:id,,kGn_Id,,GN_id,kGn_Id,geonameid,standard,geonames,identifier,,,,:kind:data:discrete,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Identifier,Geonames unique identifier.,,,,
descriptors/GN_uadm1,GN,GN_uadm1,terms/GN,uadm1,GN:uadm1,,kGn_Uadm1,,GN_uadm1,kGn_Uadm1,admin1 code,standard,geonames,administrative code,level 1,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,First level administrative code,Geonames first level administrative code.,,,,
descriptors/GN_uadm2,GN,GN_uadm2,terms/GN,uadm2,GN:uadm2,,kGn_Uadm2,,GN_uadm2,kGn_Uadm2,admin2 code,standard,geonames,administrative code,level 2,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Second level administrative code,Geonames second level administrative code.,,,,
descriptors/GN_uadm3,GN,GN_uadm3,terms/GN,uadm3,GN:uadm3,,kGn_Uadm3,,GN_uadm3,kGn_Uadm3,admin3 code,standard,geonames,administrative code,level 3,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Third level administrative code,Geonames third level administrative code.,,,,
descriptors/GN_uadm4,GN,GN_uadm4,terms/GN,uadm4,GN:uadm4,,kGn_Uadm4,,GN_uadm4,kGn_Uadm4,admin4 code,standard,geonames,administrative code,level 4,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Fourth level administrative code,Geonames fourth level administrative code.,,,,
descriptors/GN_uadm5,GN,GN_uadm5,terms/GN,uadm5,GN:uadm5,,kGn_Uadm5,,GN_uadm5,kGn_Uadm5,admin5 code,standard,geonames,administrative code,level 5,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Fifth level administrative code,Geonames fifth level administrative code.,,,,
descriptors/GEOnet_id,GEOnet,GEOnet_id,terms/GEOnet,id,GEOnet:id,,kGeonet_Id,,GEOnet_id,kGeonet_Id,GEOnetId,standard,geonet,identifier,record,,,:kind:data:discrete,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Unique record identifier,GEOnet record unique identifier.,This value is computed by converting the <em>Unique Feature Identifier</em> into a <em>string</em>.,,,
descriptors/GEOnet_UFI,GEOnet,GEOnet_UFI,terms/GEOnet,UFI,GEOnet:UFI,,kGeonet_Ufi,,GEOnet_UFI,kGeonet_Ufi,UFI,standard,geonet,identifier,feature,,,:kind:data:discrete,:type:value:int,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Unique Feature Identifier,GEOnet unique feature identifier.,,,,
descriptors/GEOnet_UNI,GEOnet,GEOnet_UNI,terms/GEOnet,UNI,GEOnet:UNI,,kGeonet_Uni,,GEOnet_UNI,kGeonet_Uni,UNI,standard,geonet,identifier,name,,,:kind:data:discrete,:type:value:int,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Unique Name Identifier,GEOnet unique name identifier.,,,,
descriptors/GEOnet_RC,GEOnet,GEOnet_RC,terms/GEOnet,RC,GEOnet:RC,,kGeonet_Rc,,GEOnet_RC,kGeonet_Rc,RC,standard,geonet,region,font,,,:kind:data:categorical,:type:value:term,:type:format:scalar,,,,,,,,,,GEOnet:RC,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Region Font Code,GEOnet region font code.,,,,
descriptors/GEOnet_FC,GEOnet,GEOnet_FC,terms/GEOnet,FC,GEOnet:FC,,kGeonet_Fc,,GEOnet_FC,kGeonet_Fc,FC,standard,geonet,feature,designation,class,,:kind:data:categorical,:type:value:term,:type:format:scalar,,,,,,,,,,GEOnet:FC,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Feature designation class,GEOnet feature designation class.,,,,
descriptors/GEOnet_DSG,GEOnet,GEOnet_DSG,terms/GEOnet,DSG,GEOnet:DSG,,kGeonet_Dsg,,GEOnet_DSG,kGeonet_Dsg,DSG,standard,geonet,feature,designation,type,,:kind:data:categorical,:type:value:term,:type:format:scalar,,,,,,,,,,GEOnet:DSG,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Feature Designation type,GEOnet feature designation type.,,,,
descriptors/GEOnet_PC,GEOnet,GEOnet_PC,terms/GEOnet,PC,GEOnet:PC,,kGeonet_Pc,,GEOnet_PC,kGeonet_Pc,PC,standard,geonet,populated place,class,,,:kind:data:ordinal,:type:value:int,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Populated Place Class,A numerical scale identifying the relative importance of a populated place. The scale ranges from 1 (high) to 5 (low). The scale can also include NULL (no value) as a value for populated places with unknown or undetermined relative importance.,,,,
descriptors/GEOnet_DISPLAY,GEOnet,GEOnet_DISPLAY,terms/GEOnet,DISPLAY,GEOnet:DISPLAY,,kGeonet_Display,,GEOnet_DISPLAY,kGeonet_Display,DISPLAY,standard,geonet,scale,,,,:kind:data:ordinal,:type:value:term,:type:format:scalar,,,,,,,,,,GEOnet:DISPLAY,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Scale range value,Scale range values to aid in the visualization and selection of features.,"<p>The display values correspond to the following scale ranges: </p>
<ul>
<li><strong>1</strong> – 1 - 25,999 </li>
<li><strong>2</strong> – 26,000 - 67,999 </li>
<li><strong>3</strong> – 68,000 - 150,999 </li>
<li><strong>4</strong> – 151,000 - 225,999 </li>
<li><strong>5</strong> – 226,000 - 325,999 </li>
<li><strong>6</strong> – 326,000 - 425,999 </li>
<li><strong>7</strong> – 426,000 - 625,999 </li>
<li><strong>8</strong> – 626,000 - 999,999 </li>
<li><strong>9</strong> – 1,000,000 or Smaller</li></ul>",,"<p>A feature with display value of 1 should appear in a visualization client or service between scales of 1 and 25,999. It should not appear at scales of 26,000 and smaller. </p>
<p>A feature with display values of 1,2,3 should appear in a visualization client or service between scales of 1 through 150,999. It should not appear at scales of 160,000 and smaller. </p>
<p>A feature with display values of 1,2,3,4,5,6,7,8,9 should appear in a visualization client or service at all scales.</p>
",
descriptors/GEOnet_TRANSL_CD,GEOnet,GEOnet_TRANSL_CD,terms/GEOnet,TRANSL_CD,GEOnet:TRANSL_CD,,kGeonet_Transl_Cd,,GEOnet_TRANSL_CD,kGeonet_Transl_Cd,TRANSL_CD,standard,geonet,transliteration,,,,:kind:data:categorical,:type:value:term,:type:format:scalar,,,,,,,,,,GEOnet:TRANSL_CD,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Transliteration domain,This value indicates which transliteration system was used to arrive at the romanized equivalent of a non-Roman Script name.,,,,
descriptors/GEOnet_CC1,GEOnet,GEOnet_CC1,terms/GEOnet,CC1,GEOnet:CC1,,kGeonet_Cc1,,GEOnet_CC1,kGeonet_Cc1,CC2,standard,geonet,geopolitical,unit,primary,,:kind:data:categorical,:type:value:term,:type:format:set,,,,,,,,,,FIPS:poli,GEOnet:political,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Primary Geopolitical Units,"A two alphabetic character code from the Geopolitical Entities and Codes (formerly FIPS 10-4 standard) that uniquely identifies a feature's primary geopolitical entity (countries, dependencies, and areas of special sovereignty).","This field can contain one, or multiple country codes to identify international (shared) features that run through multiple countries for up to 255 characters (example: Danube River - AU,BU,EZ…).",,,
descriptors/GEOnet_CC2,GEOnet,GEOnet_CC2,terms/GEOnet,CC2,GEOnet:CC2,,kGeonet_Cc2,,GEOnet_CC2,kGeonet_Cc2,CC3,standard,geonet,geopolitical,unit,secondary,,:kind:data:categorical,:type:value:term,:type:format:set,,,,,,,,,,FIPS:poli,GEOnet:political,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Secondary Geopolitical Units,"A two alphabetic character code from the Geopolitical Entities and Codes (formerly FIPS 10-4 standard) that uniquely identifies the particular feature name that is applicable in a particular geopolitical entity, or entities, for international features. ","This field can contain one, or multiple country codes to identify international (shared) features that run through multiple countries for up to 255 characters (example: Danube River - AU,BU,EZ…).",,,
descriptors/DNS_tld,DNS,DNS_tld,terms/DNS,tld,DNS:tld,,kDns_Tld,,DNS_tld,kDns_Tld,tld,standard,top,level,domain,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Top Level Domain,Highest level in the hierarchical Domain Name System of the Internet.,,,,https://en.wikipedia.org/wiki/Top-level_domain
descriptors/FAAC_code,FAAC,FAAC_code,terms/FAAC,code,FAAC:code,,kFaac_Code,,FAAC_code,kFaac_Code,faac,standard,FAAC,code,airport,,,:kind:data:categorical,:type:value:str,:type:format:set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,FAAC code,Future of Aviation Advisory Committee airport code.,,,,
descriptors/IATA_code,IATA,IATA_code,terms/IATA,code,IATA:code,,kIata_Code,,IATA_code,kIata_Code,iata,standard,IATA,code,airport,,,:kind:data:categorical,:type:value:str,:type:format:set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,IATA code,International Air Transport Association airport code.,,,,
descriptors/ICAO_code,ICAO,ICAO_code,terms/ICAO,code,ICAO:code,,kIcao_Code,,ICAO_code,kIcao_Code,icao,standard,ICAO,code,airport,,,:kind:data:categorical,:type:value:str,:type:format:set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,ICAO code,International Civil Aviation Organization airport code.,,,,
descriptors/WIKI_qid,WIKI,WIKI_qid,terms/WIKI,qid,WIKI:qid,,kWiki_Qid,,WIKI_qid,kWiki_Qid,qid,standard,wikipedia,disambiguation,,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Disambiguation page,Wikipedia disambiguation page.,,,,
descriptors/SMART_CLUSTER,SMART,SMART_CLUSTER,terms/SMART,CLUSTER,SMART:CLUSTER,,kSmart_Cluster,,SMART_CLUSTER,kSmart_Cluster,CLUSTER,standard,SMART,cluster,identification,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Cluster,Cluster identifier.,,,,
descriptors/SMART_TEAM,SMART,SMART_TEAM,terms/SMART,TEAM,SMART:TEAM,,kSmart_Team,,SMART_TEAM,kSmart_Team,TEAM,standard,SMART,team,identification,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Team,Team identifier.,,,,
descriptors/SMART_ID,SMART,SMART_ID,terms/SMART,ID,SMART:ID,,kSmart_Id,,SMART_ID,kSmart_Id,ID,standard,SMART,subject,identification,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Subject,Subject identifier.,,,,
descriptors/SMART_HH,SMART,SMART_HH,terms/SMART,HH,SMART:HH,,kSmart_Hh,,SMART_HH,kSmart_Hh,HH,standard,SMART,household,identification,,,:kind:data:categorical,:type:value:str,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Household,Household identifier.,,,,
descriptors/SMART_BIRTHDAT,SMART,SMART_BIRTHDAT,terms/SMART,BIRTHDAT,SMART:BIRTHDAT,,kSmart_Birthdat,,SMART_BIRTHDAT,kSmart_Birthdat,BIRTHDAT,standard,SMART,birth,date,,,:kind:data:ordinal,:type:value:date,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:state:application:standard,Birthdate,Date of birth.,,,,
descriptors/SMART_AGE,SMART,SMART_AGE,terms/SMART,AGE,SMART:AGE,,kSmart_Age,,SMART_AGE,kSmart_Age,AGE,standard,SMART,age,months,,,:kind:data:quantitative,:type:value:int,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:type:unit:age:m,,,:state:application:standard,Age,Age in months.,,,,
descriptors/SMART_WEIGHT,SMART,SMART_WEIGHT,terms/SMART,WEIGHT,SMART:WEIGHT,,kSmart_Weight,,SMART_WEIGHT,kSmart_Weight,WEIGHT,standard,SMART,weight,,,,:kind:data:quantitative,:type:data:numeric,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:type:unit:weight:kg,,,:state:application:standard,Weight,Weight in kg.,,,,
descriptors/SMART_HEIGHT,SMART,SMART_HEIGHT,terms/SMART,HEIGHT,SMART:HEIGHT,,kSmart_Height,,SMART_HEIGHT,kSmart_Height,HEIGHT,standard,SMART,height,,,,:kind:data:quantitative,:type:data:numeric,:type:format:scalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:type:unit:length:cm,,,:state:application:standard,Height,Height in cm.,,,,
