,_id,Namespace GID,_key,nid,lid,gid,var,sym,syn.0,syn.1,syn.2,logo,keyword.0,keyword.1,keyword.2,keyword.3,keyword.4,keyword.5,keyword.6,type-cast,type-custom,collection,instance,traversal,length.0,length.1,length.2,length.3,regex,deploy,level,label.ISO:639:3:eng,definition.ISO:639:3:eng,description.ISO:639:3:eng,note.ISO:639:3:eng,example.ISO:639:3:eng,class,store,instances.0,info.0,schema
,terms/:type:value:geojson,:type:value,:type:value:geojson,terms/:type:value,geojson,:type:value:geojson,kTypeValueGeojson,,geojson,kTypeValueGeojson,,,type,data,GeoJson,,,,,,:rule:customGeoJSON,,,,,,,,,:state:application:default,,Geometry,GeoJSON geometry.,"This data type is a structure that implements the <a href='http://geojson.org/'>GeoJSON</a> standard. All the elements of the structure follow the standard, while the <code>properties</code> structure must contain valid descriptors.","<p>The <code>geometry</code> properties are implemented as a structure with two elements: <code>type</code>, which holds a string that indicates the shape type and <code>coordinates</code>, which holds an array with the coordinates of the shape vertices.</p>
<p>Available shapes:</p>
<ul>
<li><code>Point</code>: A single position. The <code>coordinates</code> field holds an array of two floats: [<em>longitude</em>, <em>latitude</em>].</li>
<li><code>MultiPoint</code>: The <code>coordinates</code> field holds an array of <em>Point</em> coordinates.</li>
<li><code>LineString</code>: A line. The <code>coordinates</code> field is an array of two [<em>longitude</em>, <em>latitude</em>] arrays providing the start and end positions of the line.</li>
<li><code>MultiLineString</code>: The <code>coordinates</code> field holds an array of <em>LineString</em> coordinates.</li>
<li><code>Polygon</code>: A polygon. The <code>coordinates</code> field contains nested arrays which represent the polygon points starting from the exterior and including eventual holes. The top array contains the rings, the rings contain an array of [<em>longitude</em>, <em>latitude</em>] points which represent the contour of the ring; <em>the first and the last coordinate must be the same</em>.</li>
<li><code>MultiPolygon</code>: The <code>coordinates</code> field holds an array of <em>Polygon</em> coordinates.</li>
</ul>",,,,:instance:type,,
✔︎,terms/:type:format,:type,:type:format,terms/:type,format,:type:format,kTypeFormat,,format,kTypeFormat,,,enumeration,type,format,,,,,,,,,,,,,,,:state:application:default,,Data format,Data type formats.,"This <em>controlled vocabulary</em> indicates how <em>data type values</em> are <em>shaped</em>. Values can be <strong>scalar</strong>, which indicates a <em>single value</em> of the provided data type; <strong>list</strong>, which indicates a <em>list of values</em> of the provided data type; <strong>set</strong>, which indicates a <em>set of unique values</em> of the provided data type and <strong>struct</strong> which indicates a structured type.",,,,,,,
,terms/:type:format:scalar,:type:format,:type:format:scalar,terms/:type:format,scalar,:type:format:scalar,kTypeFormatScalar,,scalar,kTypeFormatScalar,,,format,scalar,,,,,,,,,,,,,,,,:state:application:default,,Scalar,A scalar type.,A single value.,,,,,,,
,terms/:type:format:list,:type:format,:type:format:list,terms/:type:format,list,:type:format:list,kTypeFormatList,,list,kTypeFormatList,,,format,list,,,,,,,,,,,,,,,,:state:application:default,,List,List or array.,An array of values.,,,,,,,
,terms/:type:format:set,:type:format,:type:format:set,terms/:type:format,set,:type:format:set,kTypeFormatSet,,set,kTypeFormatSet,,,format,set,,,,,,,,,,,,,,,,:state:application:default,,Set,A set of unique elements.,An array of unique values.,,,,,,,
✔︎,terms/:type:unit,:type,:type:unit,terms/:type,unit,:type:unit,kTypeUnit,,unit,kTypeUnit,,,enumeration,type,unit,,,,,,,,,,,,,,,:state:application:default,,Data unit,Data measurement unit types.,This <em>controlled vocabulary</em> contains the available <em>measurement units</em>. The list is divided into measurement type categories.,,,,,,,
✔︎,terms/:type:unit:length,:type:unit,:type:unit:length,terms/:type:unit,length,:type:unit:length,kTypeUnitLength,,length,kTypeUnitLength,,,unit,length,,,,,,,,,,,,,,,,:state:application:default,,Length,Length measurement units.,,,,,,,,
✔︎,terms/:type:unit:area,:type:unit,:type:unit:area,terms/:type:unit,area,:type:unit:area,kTypeUnitArea,,area,kTypeUnitArea,,,unit,area,,,,,,,,,,,,,,,,:state:application:default,,Area,Area measurement units.,,,,,,,,
✔︎,terms/:type:unit:weight,:type:unit,:type:unit:weight,terms/:type:unit,weight,:type:unit:weight,kTypeUnitWeight,,weight,kTypeUnitWeight,,,unit,weight,,,,,,,,,,,,,,,,:state:application:default,,Weight,Weight measurement units.,,,,,,,,
✔︎,terms/:type:unit:time,:type:unit,:type:unit:time,terms/:type:unit,time,:type:unit:time,kTypeUnitTime,,time,kTypeUnitTime,,,unit,time,,,,,,,,,,,,,,,,:state:application:default,,Time,Time measurement units.,,,,,,,,
✔︎,terms/:type:unit:age,:type:unit,:type:unit:age,terms/:type:unit,age,:type:unit:age,kTypeUnitAge,,age,kTypeUnitAge,,,unit,age,,,,,,,,,,,,,,,,:state:application:default,,Age,Age measurement units.,,,,,,,,
,terms/:enum:unit,:enum,:enum:unit,terms/:enum,unit,:enum:unit,kEnumUnit,,unit,kEnumUnit,,,enumeration,unit,,,,,,,,,,,,,,,,:state:application:default,,Units,Measurement units.,,,,,,,,
,terms/:type:unit:length:km,:type:unit:length,:type:unit:length:km,terms/:type:unit:length,km,:type:unit:length:km,kTypeUnitLengthKm,km.,km,kTypeUnitLengthKm,km.,,unit,length,kilometer,,,,,,,,,,,,,,,:state:application:default,,Kilometer,,,,,,,,,
,terms/:type:unit:length:m,:type:unit:length,:type:unit:length:m,terms/:type:unit:length,m,:type:unit:length:m,kTypeUnitLengthM,m.,m,kTypeUnitLengthM,m.,,unit,length,meter,,,,,,,,,,,,,,,:state:application:default,,Metre,,,,,,,,,
,terms/:type:unit:length:cm,:type:unit:length,:type:unit:length:cm,terms/:type:unit:length,cm,:type:unit:length:cm,kTypeUnitLengthCm,cm.,cm,kTypeUnitLengthCm,cm.,,unit,length,centimeter,,,,,,,,,,,,,,,:state:application:default,,Centimetre,,,,,,,,,
,terms/:type:unit:length:mm,:type:unit:length,:type:unit:length:mm,terms/:type:unit:length,mm,:type:unit:length:mm,kTypeUnitLengthMm,mm.,mm,kTypeUnitLengthMm,mm.,,unit,length,millimeter,,,,,,,,,,,,,,,:state:application:default,,Millimeter,,,,,,,,,
,terms/:type:unit:area:km,:type:unit:area,:type:unit:area:km,terms/:type:unit:area,km,:type:unit:area:km,kTypeUnitAreaKm,km2.,km,kTypeUnitAreaKm,km2.,,unit,area,kilometer,,,,,,,,,,,,,,,:state:application:default,,Square kilometer,,,,,,,,,
,terms/:type:unit:area:m,:type:unit:area,:type:unit:area:m,terms/:type:unit:area,m,:type:unit:area:m,kTypeUnitAreaM,m2.,m,kTypeUnitAreaM,m2.,,unit,area,meter,,,,,,,,,,,,,,,:state:application:default,,Square metre,,,,,,,,,
,terms/:type:unit:area:cm,:type:unit:area,:type:unit:area:cm,terms/:type:unit:area,cm,:type:unit:area:cm,kTypeUnitAreaCm,cm2.,cm,kTypeUnitAreaCm,cm2.,,unit,area,centimeter,,,,,,,,,,,,,,,:state:application:default,,Square centimetre,,,,,,,,,
,terms/:type:unit:area:mm,:type:unit:area,:type:unit:area:mm,terms/:type:unit:area,mm,:type:unit:area:mm,kTypeUnitAreaMm,mm2.,mm,kTypeUnitAreaMm,mm2.,,unit,area,millimeter,,,,,,,,,,,,,,,:state:application:default,,Square millimeter,,,,,,,,,
,terms/:type:unit:weight:kg,:type:unit:weight,:type:unit:weight:kg,terms/:type:unit:weight,kg,:type:unit:weight:kg,kTypeUnitWeightKg,kg.,kg,kTypeUnitWeightKg,kg.,,unit,weight,kilogram,,,,,,,,,,,,,,,:state:application:default,,Kilogram,,,,,,,,,
,terms/:type:unit:weight:g,:type:unit:weight,:type:unit:weight:g,terms/:type:unit:weight,g,:type:unit:weight:g,kTypeUnitWeightG,g.,g,kTypeUnitWeightG,g.,,unit,weight,gram,,,,,,,,,,,,,,,:state:application:default,,Gram,,,,,,,,,
,terms/:type:unit:weight:cg,:type:unit:weight,:type:unit:weight:cg,terms/:type:unit:weight,cg,:type:unit:weight:cg,kTypeUnitWeightCg,cg.,cg,kTypeUnitWeightCg,cg.,,unit,weight,centigram,,,,,,,,,,,,,,,:state:application:default,,Centigram,,,,,,,,,
,terms/:type:unit:weight:mg,:type:unit:weight,:type:unit:weight:mg,terms/:type:unit:weight,mg,:type:unit:weight:mg,kTypeUnitWeightMg,mg.,mg,kTypeUnitWeightMg,mg.,,unit,weight,milligram,,,,,,,,,,,,,,,:state:application:default,,Milligram,,,,,,,,,
,terms/:type:unit:time:h,:type:unit:time,:type:unit:time:h,terms/:type:unit:time,h,:type:unit:time:h,kTypeUnitTimeH,h.,h,kTypeUnitTimeH,h.,,unit,time,hour,,,,,,,,,,,,,,,:state:application:default,,Hour,,,,,,,,,
,terms/:type:unit:time:m,:type:unit:time,:type:unit:time:m,terms/:type:unit:time,m,:type:unit:time:m,kTypeUnitTimeM,min.,m,kTypeUnitTimeM,min.,,unit,time,minute,,,,,,,,,,,,,,,:state:application:default,,Minute,,,,,,,,,
,terms/:type:unit:time:s,:type:unit:time,:type:unit:time:s,terms/:type:unit:time,s,:type:unit:time:s,kTypeUnitTimeS,s.,s,kTypeUnitTimeS,s.,,unit,time,second,,,,,,,,,,,,,,,:state:application:default,,Second,,,,,,,,,
,terms/:type:unit:age:y,:type:unit:age,:type:unit:age:y,terms/:type:unit:age,y,:type:unit:age:y,kTypeUnitAgeY,YYYY.,y,kTypeUnitAgeY,Y,,unit,age,year,,,,,,,,,,,,,,,:state:application:default,,Years,Age in years.,,,,,,,,
,terms/:type:unit:age:m,:type:unit:age,:type:unit:age:m,terms/:type:unit:age,m,:type:unit:age:m,kTypeUnitAgeM,MM.,m,kTypeUnitAgeM,M,,unit,age,month,,,,,,,,,,,,,,,:state:application:default,,Months,Age in months.,,,,,,,,
,terms/:type:unit:age:d,:type:unit:age,:type:unit:age:d,terms/:type:unit:age,d,:type:unit:age:d,kTypeUnitAgeD,DD.,d,kTypeUnitAgeD,D,,unit,age,day,,,,,,,,,,,,,,,:state:application:default,,Days,Age in days.,,,,,,,,
✔︎,terms/:enum:language,:enum,:enum:language,terms/:enum,language,:enum:language,kEnumLanguage,,language,kEnumLanguage,,,enumeration,language,,,,,,,,,,,,,,,,:state:application:default,,Language,Available languages.,This <em>controlled vocabulary</em> contains the available <em>languages</em> in which <em>labels</em> and <em>descriptions</em> are available.,,,,,,,
,terms/:type:predicate,:type,:type:predicate,terms/:type,predicate,:type:predicate,kTypePredicate,,predicate,kTypePredicate,,,enumeration,type,predicate,,,,,,,,,,,,,,,:state:application:default,,Predicate type,List of predicate types.,,,,,,,,
✔︎,terms/:type:predicate:enum,:type:predicate,:type:predicate:enum,terms/:type:predicate,enum,:type:predicate:enum,kTypePredicateEnum,,enum,kTypePredicateEnum,,,type,predicate,enumeration,,,,,,,,,,,,,,,:state:application:default,,Enumeration,The class of predicates used in controlled vocabularies.,,,,,,,,
✔︎,terms/:type:predicate:struct,:type:predicate,:type:predicate:struct,terms/:type:predicate,struct,:type:predicate:struct,kTypePredicateStruct,,struct,kTypePredicateStruct,,,type,predicate,structure,,,,,,,,,,,,,,,:state:application:default,,Structure,The class of predicates used in structure schemas.,,,,,,,,
✔︎,terms/:type:predicate:form,:type:predicate,:type:predicate:form,terms/:type:predicate,form,:type:predicate:form,kTypePredicateForm,,form,kTypePredicateForm,,,type,predicate,form,,,,,,,,,,,,,,,:state:application:default,,Form,The class of predicates used in forms.,,,,,,,,
✔︎,terms/:type:predicate:function,:type:predicate,:type:predicate:function,terms/:type:predicate,function,:type:predicate:function,kTypePredicateFunction,,function,kTypePredicateFunction,,,type,predicate,function,,,,,,,,,,,,,,,:state:application:default,,Function,The class of predicates used to represent a function.,,,,,,,,
✔︎,terms/:type:predicate:attribute,:type:predicate,:type:predicate:attribute,terms/:type:predicate,attribute,:type:predicate:attribute,kTypePredicateAttribute,,attribute,kTypePredicateAttribute,,,type,predicate,attribute,,,,,,,,,,,,,,,:state:application:default,,Attribute,The class of predicates used to represent an attribute.,,,,,,,,
,terms/:enum:predicate,:enum,:enum:predicate,terms/:enum,predicate,:enum:predicate,kEnumPredicate,,predicate,kEnumPredicate,,,enumeration,predicate,,,,,,,,,,,,,,,,:state:application:default,,Predicates,List of predicates.,,,,,,,,
,terms/:predicate:template-of,:predicate,:predicate:template-of,terms/:predicate,template-of,:predicate:template-of,kPredicateTemplateOf,,template-of,kPredicateTemplateOf,,,predicate,template,,,,,,,,,,:type:traversal:is,,,,,,:state:application:default,,Template of,Controlled vocabulary template.,In a <em>controlled vocabulary</em> directed graph this predicate indicates that the <em>source node</em> is a <em>template</em> or <em>namespace</em>. Edges with this predicate <em>do not require a branch</em> and the <em>source node</em> will be <em>skipped</em>.,,,,,,,
,terms/:predicate:category-of,:predicate,:predicate:category-of,terms/:predicate,category-of,:predicate:category-of,kPredicateCategoryOf,,category-of,kPredicateCategoryOf,,,predicate,category,,,,,,,,,,:type:traversal:is,,,,,,:state:application:default,,Category of,Controlled vocabulary category.,"In a <em>controlled vocabulary</em> directed graph this predicate indicates that the <em>source node</em> does not represent a legal choice, but it represents a <em>category</em> or <em>group</em>.",,,,,,,
,terms/:predicate:type-of,:predicate,:predicate:type-of,terms/:predicate,type-of,:predicate:type-of,kPredicateTypeOf,,type-of,kPredicateTypeOf,,,predicate,type,,,,,,,,,,:type:traversal:is,,,,,,:state:application:default,,Type of,Type relationship,In a <em>controlled vocabulary</em> directed graph this predicate indicates that the <em>source node</em> represents the <em>type of the <em>destination node</em>,,,,,,,
,terms/:predicate:enum-of,:predicate,:predicate:enum-of,terms/:predicate,enum-of,:predicate:enum-of,kPredicateEnumOf,,enum-of,kPredicateEnumOf,,,predicate,enumeration,,,,,,,,,,:type:traversal:is,,,,,,:state:application:default,,Enumeration of,Controlled vocabulary choice.,In a <em>controlled vocabulary</em> directed graph this predicate indicates that the <em>source node</em> represents a <em>legal choice</em>.,,,,,,,
,terms/:predicate:class-of,:predicate,:predicate:class-of,terms/:predicate,class-of,:predicate:class-of,kPredicateClassOf,,class-of,kPredicateClassOf,,,predicate,class,,,,,,,,,,:type:traversal:is,,,,,,:state:application:default,,Class of,Structure class.,In a <em>structure schema</em> directed graph this predicate indicates that the <em>source node</em> represents the <em>superclass</em> of the <em>destination node</em>.,,,,,,,
,terms/:predicate:property-of,:predicate,:predicate:property-of,terms/:predicate,property-of,:predicate:property-of,kPredicatePropertyOf,,property-of,kPredicatePropertyOf,,,predicate,property,,,,,,,,,,:type:traversal:is,,,,,,:state:application:default,,Property of,Structure property.,In a <em>structure schema</em> directed graph this predicate indicates that the <em>source node</em> represents a <em>property</em> of the <em>destination node</em>.,,,,,,,
,terms/:predicate:form-of,:predicate,:predicate:form-of,terms/:predicate,form-of,:predicate:form-of,kPredicateFormOf,,form-of,kPredicateFormOf,,,predicate,form,,,,,,,,,,:type:traversal:is,,,,,,:state:application:default,,Form of,Subform.,In a <em>form</em> directed graph this predicate indicates that the <em>source node</em> represents the <em>parent form</em> of the <em>destination node</em>.,,,,,,,
,terms/:predicate:field-of,:predicate,:predicate:field-of,terms/:predicate,field-of,:predicate:field-of,kPredicateFieldOf,,field-of,kPredicateFieldOf,,,predicate,field,,,,,,,,,,:type:traversal:is,,,,,,:state:application:default,,Field of,Form field.,In a <em>form</em> directed graph this predicate indicates that the <em>source node</em> represents a <em>field</em> of the <em>destination node</em>.,,,,,,,
,terms/:predicate:attribute-of,:predicate,:predicate:attribute-of,terms/:predicate,attribute-of,:predicate:attribute-of,kPredicateAttributeOf,,attribute-of,kPredicateAttributeOf,,,predicate,attribute,,,,,,,,,,:type:traversal:is,,,,,,:state:application:default,,Attribute of,Structure attribute.,In a <em>structure schema</em> directed graph this predicate indicates that the <em>source node</em> represents an <em>attribute</em>.,,,,,,,
,terms/:predicate:shape,:predicate,:predicate:shape,terms/:predicate,shape,:predicate:shape,kPredicateShape,,shape,kPredicateShape,,,predicate,shape,,,,,,,,,,:type:traversal:has,,,,,,:state:application:default,,Shape,Object GEOJson shape.,In a <em>structure schema</em> directed graph this predicate indicates that the <em>destination node</em> represents the <a href='http://geojson.org/'>GeoJSON</a> <em>shape</em> of the <em>source node</em>.,,,,,,,
,terms/:predicate:endorse,:predicate,:predicate:endorse,terms/:predicate,endorse,:predicate:endorse,kPredicateEndorse,,endorse,kPredicateEndorse,,,predicate,endorse,preferred,,,,,,,,,:type:traversal:has,,,,,,:state:application:default,,Endorse,Endorsed or preferred choice.,"Predicates of this type indicate that the <em>destination</em> of the relationship is the <em>endorsed choice</em>, this means that the <em>destination</em> of the relationship should be <em>used</em> <em>instead</em> of the <em>source</em> of the relationship.",,,,,,,
,terms/:predicate:instance,:predicate,:predicate:instance,terms/:predicate,instance,:predicate:instance,kPredicateInstance,,instance,kPredicateInstance,,,predicate,instance,,,,,,,,,,:type:traversal:has,,,,,,:state:application:default,,Instance,Term instance.,This predicate indicates that the <em>destination</em> of the relationship is an <em>instance</em> of the relationship <em>source</em>. This type of predicate is generally used to indicate <em>term instances</em>.,,,,,,,
,terms/:predicate:instance-of,:predicate,:predicate:instance-of,terms/:predicate,instance-of,:predicate:instance-of,kPredicateInstanceOf,,instance-of,kPredicateInstanceOf,,,predicate,instance,,,,,,,,,,:type:traversal:is,,,,,,:state:application:default,,Instance of,Term instance type.,"This predicate indicates that the <em>destination</em> of the relationship represents the <em>domain</em> or <em>type</em> of the relationship <em>source</em>. This type of predicate is generally used to record <em>how</em> terms are being used, it provides information on the different contexts in which an abstract term is used.","Each time an object is <em>instantiated</em> in a particular <em>context</em> or <em>function</em>, the system will create a relationship between the <em>domain</em> of the context and the <em>term</em> that was used as the instance. For instance, if a <em>term</em> was used as a <em>namespace</em>, this field will add the namespace class to this set.",,,,,,
,terms/:predicate:used-by,:predicate,:predicate:used-by,terms/:predicate,used-by,:predicate:used-by,kPredicateUsedBy,,used-by,kPredicateUsedBy,,,predicate,usage,,,,,,,,,,:type:traversal:has,,,,,,:state:application:default,,Used by,Term used by or used in.,This predicate indicates that the relationship <em>source</em> is <em>used by</em> or <em>in use</em> in the relationship <em>destination</em>.,,,,,,,
,terms/:predicate:managed-by,:predicate,:predicate:managed-by,terms/:predicate,managed-by,:predicate:managed-by,kPredicateManagedBy,,managed-by,kPredicateManagedBy,,,predicate,management,,,,,,,,,,:type:traversal:has,,,,,,:state:application:default,,Managed by,User or group is managed by.,This predicate indicates that the relationship <em>source</em> is <em>managed by</em> the relationship <em>destination</em>.,,,,,,,
,terms/:predicate:grouped-by,:predicate,:predicate:grouped-by,terms/:predicate,grouped-by,:predicate:grouped-by,kPredicateGroupedBy,,grouped-by,kPredicateGroupedBy,,,predicate,group,,,,,,,,,,:type:traversal:has,,,,,,:state:application:default,,Grouped by,Belongs to group.,This predicate indicates that the relationship <em>destination</em> is the <em>group</em> to which the relationship <em>source belongs to</em>.,,,,,,,
✔︎,terms/:enum:class,:enum,:enum:class,terms/:enum,class,:enum:class,kEnumClass,,class,kEnumClass,,,enumeration,class,,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Class,Object classes list.,This controlled vocabulary lists the main object classes.,,,,,,,
,terms/:class:term,:class,:class:term,terms/:class,term,:class:term,kClassTerm,,term,kClassTerm,,,enumeration,class,term,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Term,Term base class.,,,,,,,,
,terms/:class:term:namespace,:class:term,:class:term:namespace,terms/:class:term,namespace,:class:term:namespace,kClassTermNamespace,,namespace,kClassTermNamespace,,,class,term,namespace,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Namespace,Namespace structure definition.,This is a <em>structure</em> that represents a <em>namespace</em>.,,,,,,,
,terms/:class:term:template,:class:term,:class:term:template,terms/:class:term,template,:class:term:template,kClassTermTemplate,,template,kClassTermTemplate,,,class,term,template,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Template,Template structure definition.,"This is a <em>structure</em> that represents a <em>controlled vocabulary template</em>. Templates are <em>not</em> valid enumeration types, but they can be used as <em>templates</em> to <em>implement</em> valid <em>controlled vocabularies</em>.",,,,,,,
,terms/:class:term:enumeration,:class:term,:class:term:enumeration,terms/:class:term,enumeration,:class:term:enumeration,kClassTermEnumeration,,enumeration,kClassTermEnumeration,,,class,term,enumeration,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Enumeration,Controlled vocabulary type structure definition.,This is a <em>structure</em> that represents a <em>controlled vocabulary</em>.,,,,,,,
,terms/:class:term:selection,:class:term,:class:term:selection,terms/:class:term,selection,:class:term:selection,kClassTermSelection,,selection,kClassTermSelection,,,class,term,choice,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Enumerated element,Controlled vocabulary element structure definition.,This is a <em>structure</em> that represents a <em>controlled vocabulary element</em>.,,,,,,,
,terms/:class:term:category,:class:term,:class:term:category,terms/:class:term,category,:class:term:category,kClassTermCategory,,category,kClassTermCategory,,,class,term,category,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Category,Controlled vocabulary category structure definition.,This is a <em>structure</em> that represents a <em>controlled vocabulary category</em>.,,,,,,,
,terms/:class:term:collection,:class:term,:class:term:collection,terms/:class:term,collection,:class:term:collection,kClassTermCollection,,collection,kClassTermCollection,,,class,term,collection,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Collection,Data collection structure definition.,This is a <em>structure</em> that represents a <em>data collection</em>.,,,,,,,
,terms/:class:term:instance,:class:term,:class:term:instance,terms/:class:term,instance,:class:term:instance,kClassTermInstance,,instance,kClassTermInstance,,,class,term,instance,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Instance,Instance structure definition.,This is a <em>structure</em> that represents an <em>object instance</em>.,,,,,,,
,terms/:class:term:type,:class:term,:class:term:type,terms/:class:term,type,:class:term:type,kClassTermType,,type,kClassTermType,,,class,term,type,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Type,Data type structure definition.,This is a <em>structure</em> that represents a <em>generic data type</em>.,,,,,,,
,terms/:class:term:type:text,:class:term:type,:class:term:type:text,terms/:class:term:type,text,:class:term:type:text,kClassTermTypeText,,text,kClassTermTypeText,,,class,term,type,text,,,,,,:collection:terms,,,,,,,,:state:application:default,,Text type,Text type structure definition.,This is a <em>structure</em> that represents a <em>text data type</em>.,,,,,,,
,terms/:class:term:type:quant,:class:term:type,:class:term:type:quant,terms/:class:term:type,quant,:class:term:type:quant,kClassTermTypeQuant,,quant,kClassTermTypeQuant,,,class,term,type,quantitative,,,,,,:collection:terms,,,,,,,,:state:application:default,,Quantitative data type,Quantitative data type structure definition.,This is a <em>structure</em> that represents a <em>quantitative data type</em>.,,,,,,,
,terms/:class:term:predicate,:class:term,:class:term:predicate,terms/:class:term,predicate,:class:term:predicate,kClassTermPredicate,,predicate,kClassTermPredicate,,,class,term,predicate,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Predicate,Predicate structure definition.,This is a <em>structure</em> that represents a <em>predicate</em>.,,,,,,,
,terms/:class:term:class,:class:term,:class:term:class,terms/:class:term,class,:class:term:class,kClassTermClass,,class,kClassTermClass,,,class,term,,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Class,Class schema structure.,This is a <em>structure</em> that represents a <em>class</em>.,,,,,,,
,terms/:class:term:struct,:class:term,:class:term:struct,terms/:class:term,struct,:class:term:struct,kClassTermStruct,,struct,kClassTermStruct,,,class,term,structure,,,,,,,:collection:terms,,,,,,,,:state:application:default,,Structure,Structure schema.,This is a data structure that represents exclusively its members and does not represent a class.,,,,,,,
,terms/:class:term:form,:class:term,:class:term:form,terms/:class:term,form,:class:term:form,kClassTermForm,,form,kClassTermForm,,,class,term,form,,,,,,,,,,,,,,,:state:application:default,,Form,Input form definition.,This is a <em>structure</em> that represents an <em>input form</em>.,,,,,,,
✔︎,terms/:class:descriptor,:class,:class:descriptor,terms/:class,descriptor,:class:descriptor,kClassDescriptor,,descriptor,kClassDescriptor,,,class,descriptor,,,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Descriptor,Descriptor base class.,,,,,,,,
,terms/:class:descriptor:any,:class:descriptor,:class:descriptor:any,terms/:class:descriptor,any,:class:descriptor:any,kClassDescriptorAny,,any,kClassDescriptorAny,,,class,descriptor,generic,,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Generic data type descriptor,Descriptor schema for generic data type.,,,,,,,,
,terms/:class:descriptor:txt,:class:descriptor,:class:descriptor:txt,terms/:class:descriptor,txt,:class:descriptor:txt,kClassDescriptorTxt,,txt,kClassDescriptorTxt,,,class,descriptor,text,,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Text descriptor,Descriptor class for texts.,,,,,,,,
,terms/:class:descriptor:key,:class:descriptor,:class:descriptor:key,terms/:class:descriptor,key,:class:descriptor:key,kClassDescriptorKey,,key,kClassDescriptorKey,,,class,descriptor,string,key,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Key string descriptor,Descriptor class for key strings.,,,,,,,,
,terms/:class:descriptor:iaddr,:class:descriptor,:class:descriptor:iaddr,terms/:class:descriptor,iaddr,:class:descriptor:iaddr,kClassDescriptorIaddr,,iaddr,kClassDescriptorIaddr,,,class,descriptor,URL,e-mail,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,URL and e-mail descriptor,Descriptor class for URLs and e-mails.,,,,,,,,
,terms/:class:descriptor:enc,:class:descriptor,:class:descriptor:enc,terms/:class:descriptor,enc,:class:descriptor:enc,kClassDescriptorEnc,,enc,kClassDescriptorEnc,,,class,descriptor,XML,SVG,HTML,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Encoded text descriptor,"Descriptor class for XML, SVG and HTML documents.",,,,,,,,
,terms/:class:descriptor:hex,:class:descriptor,:class:descriptor:hex,terms/:class:descriptor,hex,:class:descriptor:hex,kClassDescriptorHex,,hex,kClassDescriptorHex,,,class,descriptor,hexadecimal,,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Hex descriptor,Descriptor class for hexadecimal values.,,,,,,,,
,terms/:class:descriptor:date,:class:descriptor,:class:descriptor:date,terms/:class:descriptor,date,:class:descriptor:date,kClassDescriptorDate,,date,kClassDescriptorDate,,,class,descriptor,date,,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Date descriptor,Descriptor class for dates and time stamps.,,,,,,,,
,terms/:class:descriptor:num,:class:descriptor,:class:descriptor:num,terms/:class:descriptor,num,:class:descriptor:num,kClassDescriptorNum,,num,kClassDescriptorNum,,,class,descriptor,number,integer,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Number descriptor,Descriptor class for generic numbers and integers.,,,,,,,,
,terms/:class:descriptor:dec,:class:descriptor,:class:descriptor:dec,terms/:class:descriptor,dec,:class:descriptor:dec,kClassDescriptorDec,,dec,kClassDescriptorDec,,,class,descriptor,float,real,decimal,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Decimal descriptor,Descriptor class for floating point numbers.,,,,,,,,
,terms/:class:descriptor:range,:class:descriptor,:class:descriptor:range,terms/:class:descriptor,range,:class:descriptor:range,kClassDescriptorRange,,range,kClassDescriptorRange,,,class,descriptor,range,,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Range descriptor,Descriptor class for numeric ranges.,,,,,,,,
,terms/:class:descriptor:ref,:class:descriptor,:class:descriptor:ref,terms/:class:descriptor,ref,:class:descriptor:ref,kClassDescriptorRef,,ref,kClassDescriptorRef,,,class,descriptor,reference,,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Reference descriptor,Descriptor class for object references.,,,,,,,,
,terms/:class:descriptor:ref:term,:class:descriptor:ref,:class:descriptor:ref:term,terms/:class:descriptor:ref,term,:class:descriptor:ref:term,kClassDescriptorRefTerm,,term,kClassDescriptorRefTerm,,,class,descriptor,reference,term,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Term reference descriptor,Descriptor class for term references.,,,,,,,,
